userId,actionName,consistency_frequency,consistency_timespent
1,Create Stage,0.0,0.0
1,Delete Stage,0.0,0.0
1,Rename Stage,0.0,0.0
1,Search with Note,0.0,0.0
1,Search with Tag,0.0,0.0
1,Search with both Tag and Note,0.0,0.0
1,Create Note,-0.1343419141490703,-0.7291219234466553
1,Delete Note,-0.0074944404338977,-0.1371440887451172
1,Open Note,0.0108231504050305,99.99578142166138
1,Edit Note,0.0968697119795818,47.99980902671814
1,Move Note,0.1304551905168494,43.70661091804504
1,Drag and Drop note,-0.1007564356118027,-16.39874505996704
1,Open commenting in note,-0.0074944404338977,7.930943012237545
1,Attach File,0.0,0.0
1,Comment in Note,-0.0149888808677954,-7.796715021133423
1,Invite and Add follower,-0.0149888808677954,-8.825518131256104
1,Invite User,0.0,0.0
1,Remove follower from note,0.0,0.0
1,Create new tag,0.0111021572355744,10.896909952163696
1,Add tag,-0.0335854785372675,-18.90453815460205
1,Change Tag Colour,0.0185965976694722,90.36656308174132
1,Change Note Colour,-0.0821598379423305,-37.85884213447571
2,Create Stage,0.0185965976694722,1.421996831893921
2,Delete Stage,0.0185965976694722,26.44088101387024
2,Rename Stage,0.0185965976694722,15.07517123222351
2,Search with Note,0.2459215001659035,66.4972231388092
2,Search with Tag,0.1004774287812587,58.69153404235839
2,Search with both Tag and Note,0.1043641524134795,40.74921798706055
2,Create Note,-0.0560687998389606,-8.900658845901493
2,Delete Note,-0.0671709570745351,-7.428654909133911
2,Open Note,0.4357742004928465,91.71218752861024
2,Edit Note,0.0296987549050466,-2.140885591506958
2,Move Note,0.2609103810336989,85.08754301071167
2,Drag and Drop note,-0.0671709570745351,-30.297852993011475
2,Open commenting in note,0.044687635772842,13.157574176788328
2,Attach File,0.0,0.0
2,Comment in Note,-0.0074944404338977,-1.0360331535339355
2,Invite and Add follower,0.0185965976694722,12.91068696975708
2,Invite User,0.0,0.0
2,Remove follower from note,0.0260910381033698,25.33299493789673
2,Create new tag,-0.0746653975084329,-30.022993087768555
2,Add tag,0.1937394239591638,63.52208876609802
2,Change Tag Colour,-0.0410799189711653,-31.42152094841004
2,Change Note Colour,-0.1046431592440235,-61.48740220069887
3,Create Stage,-0.0074944404338977,-14.81203484535218
3,Delete Stage,0.0,0.0
3,Rename Stage,0.0,0.0
3,Search with Note,-0.0224833213016931,2.328601837158203
3,Search with Tag,-0.2875594327981567,-31.387173414230347
3,Search with both Tag and Note,-0.0410799189711653,-0.9250850677490234
3,Create Note,-0.0227623281322371,122.06799149513245
3,Delete Note,-0.0785521211406536,27.7509560585022
3,Open Note,-0.2625844220169628,-51.23088598251337
3,Edit Note,0.0593975098100935,19.690873146057115
3,Move Note,0.6261849144808773,156.8133933544159
3,Drag and Drop note,-0.6381240922080839,-194.66965913772583
3,Open commenting in note,-0.1457230782151888,18.049988508224487
3,Attach File,0.0,0.0
3,Comment in Note,-0.1232397569134958,-14.4397611618042
3,Invite and Add follower,0.0408009121406212,48.23670697212219
3,Invite User,0.0,0.0
3,Remove follower from note,0.0260910381033698,6.929500102996826
3,Create new tag,-0.0224833213016931,3.5116262435913086
3,Add tag,0.0033287099711328,15.526537179946908
3,Change Tag Colour,0.0557897930084166,15.88193941116333
3,Change Note Colour,0.021925307640605,-41.48875117301941
4,Create Stage,0.0185965976694722,25.700515747070312
4,Delete Stage,0.0260910381033698,5.514264106750488
4,Rename Stage,0.0260910381033698,9.752995014190674
4,Search with Note,-0.0224833213016931,-3.3173317909240687
4,Search with Tag,-0.164319675884661,-20.531272172927853
4,Search with both Tag and Note,-0.0410799189711653,-1.2944109439849854
4,Create Note,-0.0824388447728745,172.09245729446403
4,Delete Note,0.022204314471149,38.86104464530945
4,Open Note,-0.7547064291793142,-256.79975509643555
4,Edit Note,-0.0635632402728583,-11.108238935470588
4,Move Note,0.6000938763775074,325.1020932197571
4,Drag and Drop note,-0.705295049282619,-160.4548418521881
4,Open commenting in note,-0.1160243233101421,43.013803482055664
4,Attach File,0.0,0.0
4,Comment in Note,-0.0785521211406536,26.95632481575012
4,Invite and Add follower,-0.0188756045000161,8.926298141479492
4,Invite User,0.0,0.0
4,Remove follower from note,0.0,0.0
4,Create new tag,-0.0149888808677954,-0.8949689865112305
4,Add tag,-0.0674499639050791,9.114121437072754
4,Change Tag Colour,-0.0224833213016931,2.5988869667053223
4,Change Note Colour,-0.13462092097961428,16.080520629882812
