timestamp,actionName,userId,ipAddr,id,stageId,partnerId,text
2021-03-06 21:24:58.287879,Create Stage,1,172.18.0.1,Temporary,,,
2021-03-06 21:26:07.415088,Create Note,1,172.18.0.1,,,,Tesco order wednesday
2021-03-06 21:26:21.805597,Create Note,1,172.18.0.1,,,,EKS automation 
2021-03-06 21:26:24.993650,Create Note,1,172.18.0.1,,,,I-tables 
2021-03-06 21:26:30.750472,Create Note,1,172.18.0.1,,,,kernel logs 
2021-03-06 21:26:38.111605,Create Note,1,172.18.0.1,,,,vegetables 
2021-03-06 21:26:46.376858,Create Note,1,172.18.0.1,,,,Dinner ideas 
2021-03-06 21:26:51.397531,Create Note,1,172.18.0.1,,,,Call of duty 
2021-03-06 21:26:56.901146,Create Note,1,172.18.0.1,,,,Sky plc call 
2021-03-06 21:27:02.219387,Create Note,1,172.18.0.1,,,,TAM engagement 
2021-03-06 21:27:16.801840,Create Note,1,172.18.0.1,,,,Latin America TAMs 
2021-03-06 21:27:25.045330,Create Note,1,172.18.0.1,,,,container workshop 
2021-03-06 21:27:34.908655,Create Note,1,172.18.0.1,,,,Immersion day Cont 2021
2021-03-06 21:27:49.828561,Move Note,1,172.18.0.1,23,35,,
2021-03-06 21:27:53.323225,Move Note,1,172.18.0.1,24,35,,
2021-03-06 21:28:03.555892,Move Note,1,172.18.0.1,56,1,,
2021-03-06 21:28:08.035429,Move Note,1,172.18.0.1,57,1,,
2021-03-06 21:28:19.108075,Move Note,1,172.18.0.1,55,2,,
2021-03-06 21:28:22.277094,Move Note,1,172.18.0.1,54,1,,
2021-03-06 21:28:27.978181,Move Note,1,172.18.0.1,53,2,,
2021-03-06 21:28:31.441739,Move Note,1,172.18.0.1,52,2,,
2021-03-06 21:28:37.009463,Move Note,1,172.18.0.1,51,3,,
2021-03-06 21:28:41.783534,Move Note,1,172.18.0.1,50,1,,
2021-03-06 21:28:44.792058,Move Note,1,172.18.0.1,49,2,,
2021-03-06 21:28:47.686470,Move Note,1,172.18.0.1,48,2,,
2021-03-06 21:28:51.306187,Move Note,1,172.18.0.1,47,2,,
2021-03-06 21:28:54.127253,Move Note,1,172.18.0.1,46,1,,
2021-03-06 21:29:12.064040,Create Note,1,172.18.0.1,,,,API CNI analysis 
