actionName
Create Stage
Delete Stage
Rename Stage
Search with Note
Search with Tag
Search with both Tag and Note
Create Note
Delete Note
Open Note
Edit Note
Move Note
Drag and Drop note
Open commenting in note
Attach File
Comment in Note
Invite and Add follower
Invite User
Remove follower from note
Create new tag
Add tag
Change Tag Colour
Change Note Colour
